MCT_NM,MCT_TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT,MONTH
회포,가정식,33.5194369,126.5731483,제주 제주시 화북일동 11-5번지 107호,84.11,03월
명륜진사갈비 삼화점,가정식,33.5147855,126.5757188,제주 제주시 화북일동 1015-1번지 2층,84.11,07월
주민상회 노형점,가정식,33.4881247,126.478756,제주 제주시 노형동 1278-3번지 1층,84.11,04월
헝그리닭발포차 시청,단품요리 전문,33.4966546,126.5298921,제주 제주시 이도이동 1187-4번지,84.11,10월
떼르떼,커피,33.4836784,126.4696956,제주 제주시 노형동 2586-3번지,84.11,10월
24시전주명가콩나물국밥일도점,단품요리 전문,33.5034274,126.5424791,제주 제주시 일도이동 48-2번지,84.11,03월
노형호수,단품요리 전문,33.4895066,126.4800604,제주 제주시 노형동 1070-10번지,84.1,10월
할리스제주황사평드라이브스루점,커피,33.497061,126.5559422,제주 제주시 화북이동 5388-4번지 2층,84.1,09월
얼큰시원콩나물국밥,단품요리 전문,33.5136023,126.5724338,제주 제주시 화북이동 827-1번지 재이엔헬스센터 1층,84.1,04월
색달가든,단품요리 전문,33.4976993,126.5345955,제주 제주시 이도이동 1039-14번지,84.1,11월
용담닭한마리,가정식,33.5130296,126.5058502,제주 제주시 용담이동 931-5번지,84.1,11월
부화룡양꼬치,꼬치구이,33.4863303,126.431658,제주 제주시 외도일동 639-1번지 1층,84.1,10월
춘천명동닭갈비 아라점,단품요리 전문,33.4746119,126.5427384,제주 제주시 아라일동 6097-23번지 1층,84.1,09월
뚜레쥬르남녕점,베이커리,33.4905631,126.4812745,제주 제주시 연동 1954-4번지,84.1,10월
노마스,양식,33.4888801,126.5354502,제주 제주시 이도이동 2002-2번지 1층,84.1,03월
가마솥애,가정식,33.5057683,126.5417434,제주 제주시 일도이동 377-13번지,84.1,06월
치토랑제주아라점,단품요리 전문,33.4864719,126.5447503,제주 제주시 아라이동 1384-9번지 1층,84.1,07월
아라동감자탕,가정식,33.4712576,126.5458454,제주 제주시 아라일동 6139-8번지,84.1,09월
돈날개,가정식,33.4918715,126.5294921,제주 제주시 도남동 74-5번지 1층,84.1,10월
고보배국밥,가정식,33.4951476,126.536603,제주 제주시 이도이동 1076번지,84.1,12월
역전할머니맥주 1982제주신산점,맥주/요리주점,33.5112973,126.5315382,제주 제주시 일도이동 1027-8번지 지엠씨 1층,84.1,10월
길림성,중식,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,84.1,06월
토대력 외도점,꼬치구이,33.4879951,126.4324288,제주 제주시 외도일동 527-11번지 1층 101호,84.1,11월
명륜진사갈비 일도점,가정식,33.5058125,126.5388579,제주 제주시 일도이동 365-3번지 1층,84.1,11월
역전할머니맥주 1982제주신산점,맥주/요리주점,33.5112973,126.5315382,제주 제주시 일도이동 1027-8번지 지엠씨 1층,84.09,11월
할리스제주황사평드라이브스루점,커피,33.497061,126.5559422,제주 제주시 화북이동 5388-4번지 2층,84.09,08월
일품순두부삼화점,단품요리 전문,33.5195956,126.5823,제주 제주시 삼양이동 2176-14번지,84.09,04월
금관,가정식,33.5147068,126.5170318,제주 제주시 용담일동 2-3번지,84.09,02월
진양,가정식,33.5165035,126.579112,제주 제주시 도련일동 1963-12번지 1층 102호,84.09,05월
다섯번째이야기,가정식,33.4897129,126.4804624,제주 제주시 영평동 2676-1번지 1층,84.09,12월
해조곱창,단품요리 전문,33.4895447,126.4771983,제주 제주시 노형동 1051-5번지 1층,84.09,12월
육싸롱,가정식,33.2517889,126.5736046,제주 서귀포시 동홍동 142-2번지 1층,84.09,01월
신춘반점,중식,33.5214145,126.5661175,제주 제주시 화북일동 1966-9번지 1층,84.09,08월
토대력대학로점,꼬치구이,33.4997518,126.5280392,제주 제주시 이도일동 1778-1번지,84.09,06월
해모듬,일식,33.5021083,126.5424264,제주 제주시 이도이동 408-15번지,84.09,08월
두끼떡볶이 제주노형점,분식,33.4816011,126.4864454,제주 제주시 노형동 726-1번지 203호,84.09,07월
노가리앤비어 (도남점),맥주/요리주점,33.4964895,126.5299999,제주 제주시 이도이동 1008-1번지 1층,84.09,08월
에이바우트커피 중앙여고점,커피,33.4892416,126.5395033,제주 제주시 이도이동 1986-2번지 1층,84.09,09월
배셰프,중식,33.4843546,126.5364461,제주 제주시 아라일동 2605-8번지 2층,84.09,09월
치킨명가,치킨,33.4839215,126.4738426,제주 제주시 노형동 2533-11번지,84.08,01월
토대력대학로점,꼬치구이,33.4997518,126.5280392,제주 제주시 이도일동 1778-1번지,84.08,11월
토대력 외도점,꼬치구이,33.4879951,126.4324288,제주 제주시 외도일동 527-11번지 1층 101호,84.08,09월
타니,단품요리 전문,33.4920914,126.5439885,제주 제주시 아라이동 3004-6번지,84.08,10월
계절식탁시청점,가정식,33.498962,126.5296173,제주 제주시 이도이동 1768-3번지,84.08,01월
빽다방제주아라점,커피,33.4746203,126.5486476,제주 제주시 아라일동 6115-7번지 102호,84.08,06월
서홀포가든,가정식,33.5246268,126.58725,제주 제주시 삼양일동 1658-4번지,84.08,06월
청어람,일식,33.5031608,126.5388282,제주 제주시 이도이동 324-9번지 일도이동,84.08,02월
이도제샤브샤브,단품요리 전문,33.4876584,126.4316586,제주 제주시 외도일동 550-1번지 1층,84.08,07월
토대력대학로점,꼬치구이,33.4997518,126.5280392,제주 제주시 이도일동 1778-1번지,84.08,10월
시월,가정식,33.4908731,126.5385517,제주 제주시 이도이동 1989-9번지 1층,84.07,09월
길림성,중식,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,84.07,07월
상위호환,가정식,33.4991633,126.5284429,제주 제주시 이도이동 1769-6번지 2층,84.07,12월
돈만석,가정식,33.5029318,126.5282074,제주 제주시 이도일동 1260-37번지 이도일동,84.07,05월
한짓골갈비,가정식,33.4916307,126.5384065,제주 제주시 이도이동 1991-7번지 1층,84.07,06월
맛있는소리도련점,가정식,33.5080423,126.5901325,제주 제주시 도련일동 1609-22번지 1층,84.07,12월
명태명가,가정식,33.4840605,126.5354438,제주 제주시 아라일동 2572-2번지 2층,84.07,12월
노형호수,단품요리 전문,33.4895066,126.4800604,제주 제주시 노형동 1070-10번지,84.07,09월
피자알볼로노형점,피자,33.4816214,126.4781531,제주 제주시 노형동 3797-9번지 1층,84.07,04월
오늘해장국,단품요리 전문,33.5195028,126.5685407,제주 제주시 화북일동 1994-6번지 1층 화북일동,84.07,03월
황금닭갈비장칼국수,단품요리 전문,33.4737767,126.5441933,제주 제주시 아라일동 6093-1번지 1층,84.07,01월
정원,가정식,33.2603892,126.5723621,제주 서귀포시 동홍동 632-2번지,84.07,03월
컴포즈커피 제주삼화점,커피,33.5144701,126.5754506,제주 제주시 화북일동 1023-5번지 101호,84.07,12월
노가리앤비어 (도남점),맥주/요리주점,33.4964895,126.5299999,제주 제주시 이도이동 1008-1번지 1층,84.07,10월
오뚜기,가정식,33.5097455,126.5138897,제주 제주시 용담일동 242-10번지,84.07,03월
황금닭갈비장칼국수,단품요리 전문,33.4737767,126.5441933,제주 제주시 아라일동 6093-1번지 1층,84.07,02월
아서원,중식,33.5082247,126.5195307,제주 제주시 삼도일동 804-5번지 1층,84.07,10월
오븐에빠진닭 서홍점,치킨,33.25935,126.5561923,제주 서귀포시 서홍동 332-2번지,84.07,04월
화산양꼬치5호점,꼬치구이,33.4746418,126.5497693,제주 제주시 아라일동 6116-6번지 1층,84.07,12월
육남매,단품요리 전문,33.4919801,126.4983589,제주 제주시 연동 310-50번지,84.07,05월
화사랑,단품요리 전문,33.4996031,126.5281439,제주 제주시 이도이동 1778-3번지,84.07,09월
옵데강,단품요리 전문,33.4937157,126.5338228,제주 제주시 이도이동 1025-5번지 1층,84.07,08월
돈삼겹한라점,단품요리 전문,33.4771788,126.4874245,제주 제주시 연동 1526-1번지 1층,84.07,04월
감나무집,가정식,33.4941866,126.5194321,제주 제주시 오라일동 1074번지,84.07,02월
황금닭갈비장칼국수삼화점,단품요리 전문,33.517123,126.5789289,제주 제주시 도련일동 1964-2번지 2층,84.07,09월
양푼왕갈비,가정식,33.4861014,126.4754153,제주 제주시 노형동 1061-2번지,84.06,12월
다섯번째이야기,가정식,33.4897129,126.4804624,제주 제주시 영평동 2676-1번지 1층,84.06,09월
호박이넝쿨채로,가정식,33.4912531,126.4792263,제주 제주시 노형동 1048-1번지 1층,84.06,01월
에이바우트커피 중앙여고점,커피,33.4892416,126.5395033,제주 제주시 이도이동 1986-2번지 1층,84.06,10월
청년다방노형점,커피,33.4760933,126.4787808,제주 제주시 노형동 1561번지 노형동,84.06,10월
감나무집,가정식,33.4941866,126.5194321,제주 제주시 오라일동 1074번지,84.06,11월
픽스커피공단점,커피,33.5148636,126.5721188,제주 제주시 화북이동 948-1번지 츨,84.06,10월
삼다향,가정식,33.5193762,126.5713909,제주 제주시 화북일동 1138번지,84.06,12월
길벗식당,가정식,33.4925369,126.474968,제주 제주시 노형동 1020-2번지,84.06,07월
통큰갈비 제주일도점,단품요리 전문,33.5051627,126.5416574,제주 제주시 일도이동 409-8번지 1층 일도이동,84.06,02월
괸당집도남점,단품요리 전문,33.4977418,126.5255875,제주 제주시 도남동 913-6번지 1층,84.06,06월
징기스 이도점,가정식,33.4925342,126.5422511,제주 제주시 아라이동 3012-9번지 1층,84.06,06월
에이바우트커피 중앙여고점,커피,33.4892416,126.5395033,제주 제주시 이도이동 1986-2번지 1층,84.05,12월
24시뼈다귀탕삼화점,단품요리 전문,33.5186111,126.5692058,제주 제주시 화북일동 2064-1번지,84.05,01월
노랑통닭 아라점,치킨,33.4795302,126.5433855,제주 제주시 아라일동 2338-3번지 1층,84.05,12월
부산돼지국밥,단품요리 전문,33.5107625,126.532379,제주 제주시 일도이동 1024-7번지 1층,84.05,10월
돈명가,단품요리 전문,33.4868639,126.5300668,제주 제주시 도남동 183-1번지 1층,84.05,11월
용담닭한마리,가정식,33.5130296,126.5058502,제주 제주시 용담이동 931-5번지,84.05,06월
춘리마라탕 제주시청점,중식,33.4982403,126.53041,제주 제주시 이도이동 1185-2번지 1층,84.05,12월
주식회사 제주피슈마라홍탕,단품요리 전문,33.4991157,126.5299154,제주 제주시 이도이동 1768-27번지 4층,84.05,08월
번영로휴게소,단품요리 전문,33.4842009,126.6069032,제주 제주시 봉개동 545번지,84.05,03월
화사랑,단품요리 전문,33.4996031,126.5281439,제주 제주시 이도이동 1778-3번지,84.04,02월
한짓골갈비,가정식,33.4916307,126.5384065,제주 제주시 이도이동 1991-7번지 1층,84.04,04월
용팔이막창노형점,단품요리 전문,33.4887035,126.4790161,제주 제주시 노형동 1068-8번지 천마빌딩,84.04,06월
촌뜨기화로구이,단품요리 전문,33.4901283,126.5290478,제주 제주시 도남동 68-6번지,84.04,01월
하타나카연동신시가지점,일식,33.478304,126.4916644,제주 제주시 연동 1524-6번지 1층,84.04,08월
육싸롱,가정식,33.2517889,126.5736046,제주 서귀포시 동홍동 142-2번지 1층,84.04,07월
수만바베큐치킨,치킨,33.4742506,126.5442894,제주 제주시 아라일동 6094-1번지 1층 103호,84.04,11월
솔담2,가정식,33.4979367,126.5297617,제주 제주시 이도이동 1186-10번지,84.04,03월
삼다해,가정식,33.4981148,126.5460028,제주 제주시 일도이동 109-18번지,84.04,12월
티나케이크,베이커리,33.481459,126.4761896,제주 제주시 노형동 3803-8번지 황금빌 1층,84.04,10월
서귀포백돼지,가정식,33.4878398,126.5014935,제주 제주시 연동 322-16번지 1층,84.04,01월
징기스 이도점,가정식,33.4925342,126.5422511,제주 제주시 아라이동 3012-9번지 1층,84.04,12월
광양8길9,가정식,33.4998413,126.5285104,제주 제주시 이도이동 1771-6번지,84.04,12월
제주본토박이,가정식,33.4965321,126.5339115,제주 제주시 이도이동 1054-4번지,84.04,06월
무지개맥주제주노형점,맥주/요리주점,33.4910681,126.4784136,제주 제주시 노형동 1045-14번지 1층,84.04,11월
홍어대가,단품요리 전문,33.5044855,126.5239009,제주 제주시 삼도일동 300-80번지,84.04,11월
샤브앤샤브,단품요리 전문,33.4748191,126.5497714,제주 제주시 아라일동 6116-5번지 2층,84.04,10월
산에들에오리,단품요리 전문,33.4997455,126.5330395,제주 제주시 이도이동 1139-1번지,84.03,01월
피자알볼로노형점,피자,33.4816214,126.4781531,제주 제주시 노형동 3797-9번지 1층,84.03,10월
오리한마당,단품요리 전문,33.5032224,126.5132173,제주 제주시 용담일동 2816-2번지,84.03,05월
예닮국수,단품요리 전문,33.4876779,126.4314005,제주 제주시 외도일동 548-10번지,84.03,07월
제주담다KBS제주점,단품요리 전문,33.4890583,126.5194475,제주 제주시 도남동 668번지 1층,84.03,12월
꼬신김밥노형점,분식,33.4821864,126.474983,제주 제주시 노형동 3803번지 1층,84.03,01월
방일해장국아라점,단품요리 전문,33.4756669,126.5445865,제주 제주시 아라일동 6100-4번지 1층,84.03,04월
베이커리포그,베이커리,33.4746065,126.5443984,제주 제주시 아라일동 6095-13번지,84.03,07월
약촌삼계탕,단품요리 전문,33.2680909,126.5878929,제주 서귀포시 토평동 1300번지,84.03,03월
뚜레쥬르외도점,베이커리,33.4858435,126.431117,제주 제주시 외도일동 637-1번지,84.03,09월
뚜레쥬르남녕점,베이커리,33.4905631,126.4812745,제주 제주시 연동 1954-4번지,84.03,11월
큰가름본점,가정식,33.4945035,126.5279156,제주 제주시 도남동 83-12번지 아름빌라 101호,84.03,01월
호맥일도점,단품요리 전문,33.5013312,126.5436909,제주 제주시 일도이동 68-12번지,84.03,09월
오늘와인한잔삼화점,맥주/요리주점,33.5171205,126.5799811,제주 제주시 도련일동 1938-1번지 1층 106호,84.03,03월
불닭공장,단품요리 전문,33.5024504,126.5131796,제주 제주시 용담일동 2818-4번지,84.03,05월
도남오거리외도점,가정식,33.4887143,126.4338758,제주 제주시 외도일동 533-2번지,84.03,07월
돈삼겹한라점,단품요리 전문,33.4771788,126.4874245,제주 제주시 연동 1526-1번지 1층,84.02,09월
율군짬뽕,중식,33.5059021,126.5451693,제주 제주시 일도이동 46-1번지 혜성대유아파트 105동 101호,84.02,08월
할매추어탕,단품요리 전문,33.4917243,126.5356939,제주 제주시 이도이동 1029-1번지,84.02,11월
승쁨당,베이커리,33.5035437,126.5452464,제주 제주시 일도이동 57-13번지 1층,84.02,10월
밥엔청국장뜨런채점,단품요리 전문,33.4853753,126.4740132,제주 제주시 노형동 2613-10번지 1층,84.02,11월
월간맥주 제주노형점,맥주/요리주점,33.4900164,126.4771356,제주 제주시 노형동 1044-13번지 1층,84.02,03월
